,actual_est_completion,borough,building_id,constr_start,design_start,district,forecast_capacity,funding_reqd_fy15-19,needed_to_complete,previous_appropriations,program_category,project_#,reason,school_name,source,special_notes,total_est_cost,location
1721,,Bronx,X147,,,09,,,,,Climate Control,,,I.S. 339 (OLD 147),,,,
1722,,Bronx,X147,,,09,,,,,Parapets,,,I.S. 339 (OLD 147),,,,
1723,,Bronx,X147,,,09,,,,,Paved Area-Blacktop,,,I.S. 339 (OLD 147),,,,
1724,,Bronx,X147,,,09,,,,,Paved Area-Concrete,,,I.S. 339 (OLD 147),,,,
1725,,Bronx,X147,,,09,,,,,Room Conversions/Partitioning,,,I.S. 339 (OLD 147),,,,
1726,,Bronx,X148,,,09,,,,,Boiler Conversion,,,I.S. 219 (OLD 148),,,,
1727,,Bronx,X148,,,09,,,,,Classroom Connectivity,,,I.S. 219 (OLD 148),,,,
1728,,Bronx,X148,,,09,,,,,Classroom Connectivity,,,I.S. 219 (OLD 148),,,,
1729,,Bronx,X148,,,09,,,,,Classroom Connectivity,,,I.S. 219 (OLD 148),,,,
1730,,Bronx,X148,,,09,,,,,Classroom Connectivity,,,I.S. 219 (OLD 148),,,,
1731,,Bronx,X148,,,09,,,,,Exterior Masonry,,,I.S. 219 (OLD 148),,,,
1732,,Bronx,X148,,,09,,,,,Gymnasium Upgrade,,,I.S. 219 (OLD 148),,,,
1733,,Bronx,X148,,,09,,,,,Hot Water Heater,,,I.S. 219 (OLD 148),,,,
1734,,Bronx,X148,,,09,,,,,Lighting Fixtures,,,I.S. 219 (OLD 148),,,,
1735,,Bronx,X148,,,09,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 219 (OLD 148),,,,
1736,,Bronx,X148,,,09,,,,,Paved Area-Blacktop,,,I.S. 219 (OLD 148),,,,
1737,,Bronx,X163,,,09,,,,,Classroom Connectivity,,,P.S. 163,,,,159-01 59 AVENUE
1738,,Bronx,X163,,,09,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 163,,,,159-01 59 AVENUE
1739,,Bronx,X163,,,09,,,,,Roofs,,,P.S. 163,,,,159-01 59 AVENUE
1740,,Bronx,X166,,,09,,,,,Boiler Conversion,,,I.S. 166,,,,
1741,,Bronx,X166,,,09,,,,,Classroom Connectivity,,,I.S. 166,,,,
1742,,Bronx,X166,,,09,,,,,Electrical Systems,,,I.S. 166,,,,
1743,,Bronx,X166,,,09,,,,,IP Digital Video Surveillance,,,I.S. 166,,,,
1744,,Bronx,X166,,,09,,,,,Roofs,,,I.S. 166,,,,
1745,,Bronx,X166,,,09,,,,,Walk In Freezer Replacement,,,I.S. 166,,,,
1746,,Bronx,X170,,,09,,,,,Classroom Connectivity,,,P.S. 170 (ECC),,,,
1747,,Bronx,X170,,,09,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 170 (ECC),,,,
1748,,Bronx,X172,,,09,,,,,Electrical Systems,,,P.S. 11 ANNEX (P172 ECC),,,,
1749,,Bronx,X173,,,09,,,,,Classroom Connectivity,,,P.S. 236,,,,
1750,,Bronx,X173,,,09,,,,,Domestic Piping,,,P.S. 236,,,,
1751,,Bronx,X173,,,09,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 236,,,,
1752,,Bronx,X173,,,09,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 236,,,,
1753,,Bronx,X229,,,09,,,,,Boiler Conversion,,,P.S. 230/I.S. 229 (UDC),,,,
1754,,Bronx,X229,,,09,,,,,Classroom Connectivity,,,P.S. 230/I.S. 229 (UDC),,,,
1755,,Bronx,X229,,,09,,,,,Climate Control,,,P.S. 230/I.S. 229 (UDC),,,,
1756,,Bronx,X229,,,09,,,,,IP Digital Video Surveillance,,,P.S. 230/I.S. 229 (UDC),,,,
1757,,Bronx,X235,,,09,,,,,Classroom Connectivity,,,P.S./I.S. 218,,,,
1758,,Bronx,X235,,,09,,,,,New/Retrofit Telephone/Intercom System,,,P.S./I.S. 218,,,,
1759,,Bronx,X235,,,09,,,,,Playground Redevelopment,,,P.S./I.S. 218,,,,
1760,,Bronx,X236,,,09,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 236 ANNEX (P173 ECC),,,,
1761,,Bronx,X240,,,09,,,,,Classroom Connectivity,,,OE NEW SETTLEMENT COMMUNITY CAMPU,,,,
1762,,Bronx,X338,,,09,,,,,Classroom Connectivity,,,MORRIS HEIGHTS EDUCATIONAL COMPLEX,,,,
1763,,Bronx,X824,,,09,,,,,IP Digital Video Surveillance,,,P.S. 204,,,,
1764,,Bronx,X824,,,09,,,,,Room Conversions/Partitioning,,,P.S. 204,,,,
1765,,Bronx,X862,,,09,,,,,Paved Area-Concrete,,,P.S. 63 MINISCHOOL,,,,
1766,,Bronx,X980,,,09,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 204 ANNEX,,,,
1767,,Bronx,X003,,,10,,,,,Boiler Conversion,,,P.S. 3,,,,
1768,,Bronx,X003,,,10,,,,,Classroom Connectivity,,,P.S. 3,,,,
1769,,Bronx,X003,,,10,,,,,Climate Control,,,P.S. 3,,,,
1770,,Bronx,X003,,,10,,,,,Elevators And Escalators,,,P.S. 3,,,,
1771,,Bronx,X003,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 3,,,,
1772,,Bronx,X007,,,10,,,,,Classroom Connectivity,,,P.S. 7,,,,
1773,,Bronx,X007,,,10,,,,,Low-Voltage Electrical Systems,,,P.S. 7,,,,
1774,,Bronx,X007,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 7,,,,
1775,,Bronx,X007,,,10,,,,,Playground Redevelopment,,,P.S. 7,,,,
1776,,Bronx,X008,,,10,,,,,Classroom Connectivity,,,P.S. 8,,,,
1777,,Bronx,X008,,,10,,,,,Low-Voltage Electrical Systems,,,P.S. 8,,,,
1778,,Bronx,X009,,,10,,,,,Accessibility,,,P.S. 9 (OLD 115),,,,
1779,,Bronx,X009,,,10,,,,,Boiler Conversion,,,P.S. 9 (OLD 115),,,,
1780,,Bronx,X009,,,10,,,,,Classroom Connectivity,,,P.S. 9 (OLD 115),,,,
1781,,Bronx,X009,,,10,,,,,Climate Control,,,P.S. 9 (OLD 115),,,,
1782,,Bronx,X009,,,10,,,,,Low-Voltage Electrical Systems,,,P.S. 9 (OLD 115),,,,
1783,,Bronx,X015,,,10,,,,,Classroom Connectivity,,,P.S. 15,,,,
1784,,Bronx,X015,,,10,,,,,Heating Plant Upgrade,,,P.S. 15,,,,
1785,,Bronx,X020,,,10,,,,,Classroom Connectivity,,,P.S. 20,,,,
1786,,Bronx,X020,,,10,,,,,Exterior Masonry,,,P.S. 20,,,,
1787,,Bronx,X020,,,10,,,,,Parapets,,,P.S. 20,,,,
1788,,Bronx,X020,,,10,,,,,Playground Redevelopment,,,P.S. 20,,,,
1789,,Bronx,X020,,,10,,,,,Roofs,,,P.S. 20,,,,
1790,,Bronx,X023,,,10,,,,,Classroom Connectivity,,,P.S. 23,,,,
1791,,Bronx,X023,,,10,,,,,Classroom Connectivity,,,P.S. 23,,,,
1792,,Bronx,X023,,,10,,,,,Hot Water Heater,,,P.S. 23,,,,
1793,,Bronx,X023,,,10,,,,,Ventilation,,,P.S. 23,,,,
1794,,Bronx,X024,,,10,,,,,Classroom Connectivity,,,P.S. 24,,,,
1795,,Bronx,X024,,,10,,,,,Electrical Systems,,,P.S. 24,,,,
1796,,Bronx,X024,,,10,,,,,Heating Plant Upgrade,,,P.S. 24,,,,
1797,,Bronx,X024,,,10,,,,,Parapets,,,P.S. 24,,,,
1798,,Bronx,X024,,,10,,,,,Roofs,,,P.S. 24,,,,
1799,,Bronx,X026,,,10,,,,,Auditorium Upgrade,,,P.S. 396,,,,
1800,,Bronx,X026,,,10,,,,,Boiler Conversion,,,P.S. 396,,,,
1801,,Bronx,X026,,,10,,,,,Classroom Connectivity,,,P.S. 396,,,,
1802,,Bronx,X026,,,10,,,,,Climate Control,,,P.S. 396,,,,
1803,,Bronx,X026,,,10,,,,,Exterior Masonry,,,P.S. 396,,,,
1804,,Bronx,X026,,,10,,,,,Flood Elimination,,,P.S. 396,,,,
1805,,Bronx,X026,,,10,,,,,IP Digital Video Surveillance,,,P.S. 396,,,,
1806,,Bronx,X026,,,10,,,,,Parapets,,,P.S. 396,,,,
1807,,Bronx,X026,,,10,,,,,Roofs,,,P.S. 396,,,,
1808,,Bronx,X032,,,10,,,,,Cafeteria / Multipurpose Room Upgrade,,,P.S. 32,,,,
1809,,Bronx,X032,,,10,,,,,Classroom Connectivity,,,P.S. 32,,,,
1810,,Bronx,X032,,,10,,,,,Climate Control,,,P.S. 32,,,,
1811,,Bronx,X032,,,10,,,,,Heating Plant Upgrade,,,P.S. 32,,,,
1812,,Bronx,X032,,,10,,,,,Lighting Fixtures,,,P.S. 32,,,,
1813,,Bronx,X032,,,10,,,,,Reinforcing Support Elements,,,P.S. 32,,,,
1814,,Bronx,X033,,,10,,,,,Classroom Connectivity,,,P.S. 33,,,,
1815,,Bronx,X033,,,10,,,,,Floors,,,P.S. 33,,,,
1816,,Bronx,X033,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 33,,,,
1817,,Bronx,X033,,,10,,,,,Reinforcing Support Elements,,,P.S. 33,,,,
1818,,Bronx,X033,,,10,,,,,Roofs,,,P.S. 33,,,,
1819,,Bronx,X033,,,10,,,,,Toilets-Students,,,P.S. 33,,,,
1820,,Bronx,X037,,,10,,,,,Classroom Connectivity,,,P.S. 37,,,,
1821,,Bronx,X045,,,10,,,,,Classroom Connectivity,,,I.S. 45,,,,
1822,,Bronx,X045,,,10,,,,,Classroom Connectivity,,,I.S. 45,,,,
1823,,Bronx,X045,,,10,,,,,IP Digital Video Surveillance,,,I.S. 45,,,,
1824,,Bronx,X046,,,10,,,,,Classroom Connectivity,,,P.S. 46,,,,
1825,,Bronx,X054,,,10,,,,,Classroom Connectivity,,,P.S. 54,,,,
1826,,Bronx,X056,,,10,,,,,Classroom Connectivity,,,P.S. 56,,,,
1827,,Bronx,X056,,,10,,,,,Classroom Connectivity,,,P.S. 56,,,,
1828,,Bronx,X056,,,10,,,,,Domestic Piping,,,P.S. 56,,,,
1829,,Bronx,X059,,,10,,,,,Classroom Connectivity,,,P.S. 59,,,,
1830,,Bronx,X059,,,10,,,,,Library Upgrades,,,P.S. 59,,,,
1831,,Bronx,X059,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 59,,,,
1832,,Bronx,X079,,,10,,,,,Classroom Connectivity,,,P.S. 79,,,,
1833,,Bronx,X079,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 79,,,,
1834,,Bronx,X080,,,10,,,,,Classroom Connectivity,,,I.S. 80/P.S. 280,,,,
1835,,Bronx,X081,,,10,,,,,Cafeteria / Multipurpose Room Upgrade,,,P.S. 81,,,,
1836,,Bronx,X081,,,10,,,,,Classroom Connectivity,,,P.S. 81,,,,
1837,,Bronx,X081,,,10,,,,,Flood Elimination,,,P.S. 81,,,,
1838,,Bronx,X081,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 81,,,,
1839,,Bronx,X085,,,10,,,,,Classroom Connectivity,,,P.S. 85,,,,
1840,,Bronx,X085,,,10,,,,,Kitchen Areas,,,P.S. 85,,,,
1841,,Bronx,X085,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 85,,,,
1842,,Bronx,X086,,,10,,,,,Auditorium Upgrade,,,P.S. 86,,,,
1843,,Bronx,X086,,,10,,,,,Classroom Connectivity,,,P.S. 86,,,,
1844,,Bronx,X086,,,10,,,,,Flood Elimination,,,P.S. 86,,,,
1845,,Bronx,X086,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 86,,,,
1846,,Bronx,X086,,,10,,,,,Parapets,,,P.S. 86,,,,
1847,,Bronx,X091,,,10,,,,,Classroom Connectivity,,,P.S. 91,,,,
1848,,Bronx,X091,,,10,,,,,IP Digital Video Surveillance,,,P.S. 91,,,,
1849,,Bronx,X091,,,10,,,,,Low-Voltage Electrical Systems,,,P.S. 91,,,,
1850,,Bronx,X091,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 91,,,,
1851,,Bronx,X094,,,10,,,,,Classroom Connectivity,,,P.S. 94,,,,
1852,,Bronx,X094,,,10,,,,,Classroom Connectivity,,,P.S. 94,,,,
1853,,Bronx,X094,,,10,,,,,Exterior Masonry,,,P.S. 94,,,,
1854,,Bronx,X094,,,10,,,,,Flood Elimination,,,P.S. 94,,,,
1855,,Bronx,X094,,,10,,,,,Lighting Fixtures,,,P.S. 94,,,,
1856,,Bronx,X094,,,10,,,,,Lighting Fixtures,,,P.S. 94,,,,
1857,,Bronx,X094,,,10,,,,,Parapets,,,P.S. 94,,,,
1858,,Bronx,X095,,,10,,,,,Classroom Connectivity,,,P.S. 95,,,,
1859,,Bronx,X095,,,10,,,,,Electrical Systems,,,P.S. 95,,,,
1860,,Bronx,X095,,,10,,,,,Emergency Stabilization,,,P.S. 95,,,,
1861,,Bronx,X095,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 95,,,,
1862,,Bronx,X115,,,10,,,,,A/C Split System,,,I.S. 399 (OLD X HS/115),,,,
1863,,Bronx,X115,,,10,,,,,Classroom Connectivity,,,I.S. 399 (OLD X HS/115),,,,
1864,,Bronx,X115,,,10,,,,,Exterior Masonry,,,I.S. 399 (OLD X HS/115),,,,
1865,,Bronx,X115,,,10,,,,,Library Upgrades,,,I.S. 399 (OLD X HS/115),,,,
1866,,Bronx,X115,,,10,,,,,Low-Voltage Electrical Systems,,,I.S. 399 (OLD X HS/115),,,,
1867,,Bronx,X115,,,10,,,,,Parapets,,,I.S. 399 (OLD X HS/115),,,,
1868,,Bronx,X115,,,10,,,,,Reinforcing Support Elements,,,I.S. 399 (OLD X HS/115),,,,
1869,,Bronx,X115,,,10,,,,,Roofs,,,I.S. 399 (OLD X HS/115),,,,
1870,,Bronx,X118,,,10,,,,,Classroom Connectivity,,,I.S. 118,,,,
1871,,Bronx,X118,,,10,,,,,Classroom Connectivity,,,I.S. 118,,,,
1872,,Bronx,X118,,,10,,,,,Code Compliance,,,I.S. 118,,,,
1873,,Bronx,X118,,,10,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 118,,,,
1874,,Bronx,X122,,,10,,,,,Classroom Connectivity,,,P.S. 310,,,,
1875,,Bronx,X122,,,10,,,,,Classroom Connectivity,,,P.S. 310,,,,
1876,,Bronx,X122,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 310,,,,
1877,,Bronx,X122,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 310,,,,
1878,,Bronx,X137,,,10,,,,,Boiler Conversion,,,I.S. 391 (UDC),,,,
1879,,Bronx,X137,,,10,,,,,Climate Control,,,I.S. 391 (UDC),,,,
1880,,Bronx,X137,,,10,,,,,Cooling Tower & Chillers,,,I.S. 391 (UDC),,,,
1881,,Bronx,X137,,,10,,,,,Elevators and Escalators,,,I.S. 391 (UDC),,,,
1882,,Bronx,X137,,,10,,,,,Exterior Masonry,,,I.S. 391 (UDC),,,,
1883,,Bronx,X137,,,10,,,,,Parapets,,,I.S. 391 (UDC),,,,
1884,,Bronx,X137,,,10,,,,,Roofs,,,I.S. 391 (UDC),,,,
1885,,Bronx,X141,,,10,,,,,Classroom Connectivity,,,M.S./H.S. 141,,,,
1886,,Bronx,X141,,,10,,,,,Climate Control,,,M.S./H.S. 141,,,,
1887,,Bronx,X141,,,10,,,,,Gymnasium Upgrade,,,M.S./H.S. 141,,,,
1888,,Bronx,X141,,,10,,,,,New/Retrofit Telephone/Intercom System,,,M.S./H.S. 141,,,,
1889,,Bronx,X143,,,10,,,,,Classroom Connectivity,,,I.S. 143,,,,
1890,,Bronx,X143,,,10,,,,,Classroom Connectivity,,,I.S. 143,,,,
1891,,Bronx,X143,,,10,,,,,Classroom Connectivity,,,I.S. 143,,,,
1892,,Bronx,X143,,,10,,,,,Elevators And Escalators,,,I.S. 143,,,,
1893,,Bronx,X159,,,10,,,,,Classroom Connectivity,,,P.S. 159,,,,
1894,,Bronx,X159,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 159,,,,
1895,,Bronx,X205,,,10,,,,,Classroom Connectivity,,,P.S. 205A (ECF),,,,
1896,,Bronx,X205,,,10,,,,,Emergency Stabilization,,,P.S. 205A (ECF),,,,
1897,,Bronx,X205,,,10,,,,,Heating Plant Upgrade,,,P.S. 205A (ECF),,,,
1898,,Bronx,X205,,,10,,,,,Ventilation,,,P.S. 205A (ECF),,,,
1899,,Bronx,X206,,,10,,,,,A/C Split System,,,I.S. 206B,,,,
1900,,Bronx,X206,,,10,,,,,Classroom Connectivity,,,I.S. 206B,,,,
1901,,Bronx,X206,,,10,,,,,Domestic Piping,,,I.S. 206B,,,,
1902,,Bronx,X209,,,10,,,,,Classroom Connectivity,,,P.S. 209,,,,
1903,,Bronx,X209,,,10,,,,,Heating Plant Upgrade,,,P.S. 209,,,,
1904,,Bronx,X209,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 209,,,,
1905,,Bronx,X254,,,10,,,,,Classroom Connectivity,,,I.S. 254,,,,
1906,,Bronx,X279,,,10,,,,,Classroom Connectivity,,,P.S. 279,,,,
1907,,Bronx,X279,,,10,,,,,Exterior Masonry,,,P.S. 279,,,,
1908,,Bronx,X279,,,10,,,,,IP Digital Video Surveillance,,,P.S. 279,,,,
1909,,Bronx,X279,,,10,,,,,Parapets,,,P.S. 279,,,,
1910,,Bronx,X279,,,10,,,,,Paved Area-Concrete,,,P.S. 279,,,,
1911,,Bronx,X279,,,10,,,,,Roofs,,,P.S. 279,,,,
1912,,Bronx,X283,,,10,,,,,Classroom Connectivity,,,JONAS BRONCK ACADEMY,,,,
1913,,Bronx,X283,,,10,,,,,New/Retrofit Telephone/Intercom System,,,JONAS BRONCK ACADEMY,,,,
1914,,Bronx,X306,,,10,,,,,Classroom Connectivity,,,P.S. 306,,,,
1915,,Bronx,X306,,,10,,,,,Emergency Stabilization,,,P.S. 306,,,,
1916,,Bronx,X340,,,10,,,,,Classroom Connectivity,,,P.S. 340,,,,
1917,,Bronx,X340,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 340,,,,
1918,,Bronx,X360,,,10,,,,,Classroom Connectivity,,,P.S. 360,,,,
1919,,Bronx,X360,,,10,,,,,IP Digital Video Surveillance,,,P.S. 360,,,,
1920,,Bronx,X360,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 360,,,,
1921,,Bronx,X368,,,10,,,,,Classroom Connectivity,,,M.S./H.S. 368,,,,
1922,,Bronx,X368,,,10,,,,,Heating Plant Upgrade,,,M.S./H.S. 368,,,,
1923,,Bronx,X368,,,10,,,,,New/Retrofit Telephone/Intercom System,,,M.S./H.S. 368,,,,
1924,,Bronx,X781,,,10,,,,,Classroom Connectivity,,,P.S. 51,,,,695 EAST 182ND STREET
1925,,Bronx,X808,,,10,,,,,Low-Voltage Electrical Systems,,,P.S. 8 MINISCHOOL,,,,
1926,,Bronx,X826,,,10,,,,,Classroom Connectivity,,,P.S. 226 MINISCHOOL,,,,
1927,,Bronx,X826,,,10,,,,,Emergency Stabilization,,,P.S. 226 MINISCHOOL,,,,
1928,,Bronx,X832,,,10,,,,,Ventilation,,,P.S. 32 MINISCHOOL,,,,
1929,,Bronx,X837,,,10,,,,,Classroom Connectivity,,,P.S. 23 AX (SAT. LEARN. CTR),,,,
1930,,Bronx,X837,,,10,,,,,Classroom Connectivity,,,P.S. 23 AX (SAT. LEARN. CTR),,,,
1931,,Bronx,X837,,,10,,,,,Classroom Connectivity,,,P.S. 23 AX (SAT. LEARN. CTR),,,,
1932,,Bronx,X841,,,10,,,,,New/Retrofit Telephone/Intercom System,,,I.S. 241,,,,
1933,,Bronx,X842,,,10,,,,,Classroom Connectivity,,,P.S. 95 ANNEX,,,,
1934,,Bronx,X842,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 95 ANNEX,,,,
1935,,Bronx,X843,,,10,,,,,Classroom Connectivity,,,P.S. 246 (POE CENTER),,,,
1936,,Bronx,X843,,,10,,,,,Emergency Stabilization,,,P.S. 246 (POE CENTER),,,,
1937,,Bronx,X843,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 246 (POE CENTER),,,,
1938,,Bronx,X852,,,10,,,,,Classroom Connectivity,,,BRONX DANCE ACADEMY,,,,
1939,,Bronx,X852,,,10,,,,,New/Retrofit Telephone/Intercom System,,,BRONX DANCE ACADEMY,,,,
1940,,Bronx,X853,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 59 ANNEX,,,,
1941,,Bronx,X859,,,10,,,,,Classroom Connectivity,,,P.S. 315,,,,
1942,,Bronx,X864,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 205B (ECF),,,,
1943,,Bronx,X886,,,10,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 86 ANNEX,,,,
1944,,Bronx,X958,,,10,,,,,Classroom Connectivity,,,I.S. 228,,,,
1945,,Bronx,X016,,,11,,,,,Classroom Connectivity,,,P.S. 16,,,,
1946,,Bronx,X016,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 16,,,,
1947,,Bronx,X016,,,11,,,,,Roofs,,,P.S. 16,,,,
1948,,Bronx,X019,,,11,,,,,Classroom Connectivity,,,P.S. 19,,,,
1949,,Bronx,X019,,,11,,,,,Domestic Piping,,,P.S. 19,,,,
1950,,Bronx,X019,,,11,,,,,Heating Plant Upgrade,,,P.S. 19,,,,
1951,,Bronx,X019,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 19,,,,
1952,,Bronx,X019,,,11,,,,,Playground Redevelopment,,,P.S. 19,,,,
1953,,Bronx,X021,,,11,,,,,Auditorium Upgrade,,,P.S. 21,,,,
1954,,Bronx,X021,,,11,,,,,Classroom Connectivity,,,P.S. 21,,,,
1955,,Bronx,X021,,,11,,,,,Exterior Masonry,,,P.S. 21,,,,
1956,,Bronx,X021,,,11,,,,,Flood Elimination,,,P.S. 21,,,,
1957,,Bronx,X021,,,11,,,,,Lighting Fixtures,,,P.S. 21,,,,
1958,,Bronx,X021,,,11,,,,,Low-Voltage Electrical Systems,,,P.S. 21,,,,
1959,,Bronx,X021,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 21,,,,
1960,,Bronx,X021,,,11,,,,,Parapets,,,P.S. 21,,,,
1961,,Bronx,X021,,,11,,,,,Roofs,,,P.S. 21,,,,
1962,,Bronx,X041,,,11,,,,,Boiler Conversion,,,P.S. 41,,,,
1963,,Bronx,X041,,,11,,,,,Classroom Connectivity,,,P.S. 41,,,,
1964,,Bronx,X041,,,11,,,,,Climate Control,,,P.S. 41,,,,
1965,,Bronx,X041,,,11,,,,,Electrical Systems,,,P.S. 41,,,,
1966,,Bronx,X041,,,11,,,,,Lighting Fixtures,,,P.S. 41,,,,
1967,,Bronx,X041,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 41,,,,
1968,,Bronx,X068,,,11,,,,,Auditorium Upgrade,,,P.S. 68,,,,
1969,,Bronx,X068,,,11,,,,,Classroom Connectivity,,,P.S. 68,,,,
1970,,Bronx,X068,,,11,,,,,Flood Elimination,,,P.S. 68,,,,
1971,,Bronx,X068,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 68,,,,
1972,,Bronx,X076,,,11,,,,,Auditorium Upgrade,,,P.S. 76,,,,
1973,,Bronx,X076,,,11,,,,,Classroom Connectivity,,,P.S. 76,,,,
1974,,Bronx,X076,,,11,,,,,Exterior Masonry,,,P.S. 76,,,,
1975,,Bronx,X076,,,11,,,,,Flood Elimination,,,P.S. 76,,,,
1976,,Bronx,X076,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 76,,,,
1977,,Bronx,X076,,,11,,,,,Parapets,,,P.S. 76,,,,
1978,,Bronx,X076,,,11,,,,,Roofs,,,P.S. 76,,,,
1979,,Bronx,X078,,,11,,,,,Auditorium Upgrade,,,P.S. 78,,,,
1980,,Bronx,X078,,,11,,,,,Classroom Connectivity,,,P.S. 78,,,,
1981,,Bronx,X078,,,11,,,,,Flood Elimination,,,P.S. 78,,,,
1982,,Bronx,X078,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 78,,,,
1983,,Bronx,X078,,,11,,,,,Playground Redevelopment,,,P.S. 78,,,,
1984,,Bronx,X078,,,11,,,,,Toilets-Students,,,P.S. 78,,,,
1985,,Bronx,X083,,,11,,,,,Classroom Connectivity,,,P.S. 83,,,,
1986,,Bronx,X083,,,11,,,,,Heating Plant Upgrade,,,P.S. 83,,,,
1987,,Bronx,X087,,,11,,,,,Classroom Connectivity,,,P.S. 87,,,,
1988,,Bronx,X089,,,11,,,,,Classroom Connectivity,,,P.S. 89,,,,
1989,,Bronx,X089,,,11,,,,,IP Digital Video Surveillance,,,P.S. 89,,,,
1990,,Bronx,X089,,,11,,,,,Low-Voltage Electrical Systems,,,P.S. 89,,,,
1991,,Bronx,X089,,,11,,,,,Paved Area-Blacktop,,,P.S. 89,,,,
1992,,Bronx,X096,,,11,,,,,Classroom Connectivity,,,P.S. 96,,,,
1993,,Bronx,X097,,,11,,,,,Classroom Connectivity,,,P.S. 97,,,,
1994,,Bronx,X097,,,11,,,,,Exterior Masonry,,,P.S. 97,,,,
1995,,Bronx,X097,,,11,,,,,Flood Elimination,,,P.S. 97,,,,
1996,,Bronx,X097,,,11,,,,,Parapets,,,P.S. 97,,,,
1997,,Bronx,X097,,,11,,,,,Roofs,,,P.S. 97,,,,
1998,,Bronx,X103,,,11,,,,,Classroom Connectivity,,,P.S. 103,,,,
1999,,Bronx,X105,,,11,,,,,Accessibility,,,P.S. 105,,,,
2000,,Bronx,X105,,,11,,,,,Classroom Connectivity,,,P.S. 105,,,,
2001,,Bronx,X105,,,11,,,,,Fire Supression System,,,P.S. 105,,,,
2002,,Bronx,X105,,,11,,,,,Low-Voltage Electrical Systems,,,P.S. 105,,,,
2003,,Bronx,X105,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 105,,,,
2004,,Bronx,X105,,,11,,,,,Playground Redevelopment,,,P.S. 105,,,,
2005,,Bronx,X106,,,11,,,,,Classroom Connectivity,,,P.S. 106,,,,
2006,,Bronx,X106,,,11,,,,,Electrical Systems,,,P.S. 106,,,,
2007,,Bronx,X108,,,11,,,,,Classroom Connectivity,,,P.S. 108,,,,
2008,,Bronx,X108,,,11,,,,,Emergency Stabilization,,,P.S. 108,,,,
2009,,Bronx,X108,,,11,,,,,IP Digital Video Surveillance,,,P.S. 108,,,,
2010,,Bronx,X111,,,11,,,,,Classroom Connectivity,,,P.S. 111,,,,
2011,,Bronx,X111,,,11,,,,,New/Retrofit Telephone/Intercom System,,,P.S. 111,,,,
2012,,Bronx,X111,,,11,,,,,Playground Redevelopment,,,P.S. 111,,,,
2013,,Bronx,X112,,,11,,,,,Classroom Connectivity,,,P.S. 112,,,,
2014,,Bronx,X112,,,11,,,,,Exterior Masonry,,,P.S. 112,,,,
2015,,Bronx,X112,,,11,,,,,Lighting Fixtures,,,P.S. 112,,,,
2016,,Bronx,X112,,,11,,,,,Parapets,,,P.S. 112,,,,
2017,,Bronx,X112,,,11,,,,,Roofs,,,P.S. 112,,,,
2018,,Bronx,X113,,,11,,,,,Auditorium Upgrade,,,I.S. 113,,,,
2019,,Bronx,X113,,,11,,,,,Classroom Connectivity,,,I.S. 113,,,,
2020,,Bronx,X113,,,11,,,,,Climate Control,,,I.S. 113,,,,
2021,,Bronx,X113,,,11,,,,,Floors,,,I.S. 113,,,,
2022,,Bronx,X113,,,11,,,,,Heating Plant Upgrade,,,I.S. 113,,,,
