borough,buildingid,actualestcompletion,constrstart,designstart,forecastcapacity,fundingreqd,location,neededtocomplete,previousappropriations,projectid,totalestcost,district,schoolname,description,type,source,geom
Manhattan,M911,,,,,,,,,DSF0000866909,"9,000",78M,HARLEM RENAISSANCE HS (OLD M24),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000AFCF9CF5297C52C0EC4B361E6C674440
Manhattan,M043,,,,,,,,,DSF0000821824,"327,038",5,I.S. 172 (OLD 43),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000865773,"236,150",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000821822,"323,035",5,I.S. 172 (OLD 43),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000821613,"479,066",5,I.S. 172 (OLD 43),State of Good Repair - System Replacements - Cafeteria / Multipurpose Room Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000865727,"188,703",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000844156,"176,703",5,I.S. 172 (OLD 43),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000821760,"46,512",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000799483,"2,825,009",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Electrical Systems",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000845584,"111,350",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000821821,"311,735",5,I.S. 172 (OLD 43),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000867040,"478,879",5,I.S. 172 (OLD 43),IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000888921,"209,000",5,I.S. 172 (OLD 43),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000888920,"209,000",5,I.S. 172 (OLD 43),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000821761,"46,512",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000865728,"133,714",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000739453,"1,336,455",5,I.S. 172 (OLD 43),State of Good Repair - System Replacements - Gymnasium Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000888789,"100,000",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000867185,"140,000",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000888919,"209,000",5,I.S. 172 (OLD 43),Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M093,,,,,,,,,DSF0000868085,"375,000",6,P.S./I.S. 210,IP Surveillance Camera Installation,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000B727486C777C52C04F965AEF376A4440
Manhattan,M043,,,,,,,,,DSF0000866870,"18,000",5,I.S. 172 (OLD 43),State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000866116,"77,690",5,I.S. 172 (OLD 43),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M043,,,,,,,,,DSF0000865772,"63,900",5,I.S. 172 (OLD 43),"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Technology",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000004703780B247D52C013EF004F5A684440
Manhattan,M010,,,,,,,,,DSF0000799579,"617,318",5,I.S. 10 (TANDEM M200),State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005C1B2AC6F97B52C0583CF54883694440
Manhattan,M010,,,,,,,,,DSF0000762099,"5,594,231",5,I.S. 10 (TANDEM M200),Educational Enhancements - Educational Enhancements - Science Lab Upgrades,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000005C1B2AC6F97B52C0583CF54883694440
Manhattan,M010,,,,,,,,,DSF0000799807,"327,217",5,I.S. 10 (TANDEM M200),State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000005C1B2AC6F97B52C0583CF54883694440
Manhattan,M195,,,,,,,,,DSF0000844165,"484,991",5,TERENCE D. TOLBERT EDUCATION COMPLEX,Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000D316D7F84C7D52C0D15B3CBCE7684440
Manhattan,M195,,,,,,,,,DSF0000866896,"12,000",5,TERENCE D. TOLBERT EDUCATION COMPLEX,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000D316D7F84C7D52C0D15B3CBCE7684440
Manhattan,M004,,,,,,,,,DSF0000784635,"1,418,424",6,P.S. 4,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000657094BC3A7C52C0473B6EF8DD6A4440
Manhattan,M004,,,,,,,,,DSF0000777247,"3,032,242",6,P.S. 4,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000657094BC3A7C52C0473B6EF8DD6A4440
Manhattan,M004,,,,,,,,,DSF0000784636,"2,035,358",6,P.S. 4,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000657094BC3A7C52C0473B6EF8DD6A4440
Manhattan,M005,,,,,,,,,DSF0000808017,"45,453",6,P.S. 5,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002DEBFEB1107B52C0A7CB6262F36D4440
Manhattan,M005,,,,,,,,,DSF0000821734,"2,985,721",6,P.S. 5,State of Good Repair - System Replacements - Windows,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002DEBFEB1107B52C0A7CB6262F36D4440
Manhattan,M005,,,,,,,,,DSF0000800300,"4,104,913",6,P.S. 5,State of Good Repair - System Replacements - Roofs,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002DEBFEB1107B52C0A7CB6262F36D4440
Manhattan,M005,,,,,,,,,DSF0000823572,"69,723",6,P.S. 5,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002DEBFEB1107B52C0A7CB6262F36D4440
Manhattan,M005,,,,,,,,,DSF0000866168,"1,768,285",6,P.S. 5,System Expansion - New Physical Education Facilities - Playgrounds,System Expansion ,sca_cp_programs_FY2015-19,0101000020E61000002DEBFEB1107B52C0A7CB6262F36D4440
Manhattan,M005,,,,,,,,,DSF0000800299,"4,901,966",6,P.S. 5,State of Good Repair - System Replacements - Parapets,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000002DEBFEB1107B52C0A7CB6262F36D4440
Manhattan,M898,,,,,,,,,DSF0000787656,"494,017",6,P.S. 18,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F8713447567A52C0B5DC9909866F4440
Manhattan,M898,,,,,,,,,DSF0000823653,"101,351",6,P.S. 18,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F8713447567A52C0B5DC9909866F4440
Manhattan,M028,,,,,,,,,DSF0000912179,728398,06,P.S. 28,State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000F14927124C7C52C0AE4676A5656A4440
Manhattan,M028,,,,,,,,,DSF0000808268,"1,052,094",6,P.S. 28,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000F14927124C7C52C0AE4676A5656A4440
Manhattan,M048,,,,,,,,,DSF0000821791,"3,101,799",6,P.S. 48,Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000003B394371C77B52C0BC1FB75F3E6D4440
Manhattan,M048,,,,,,,,,DSF0000865720,"49,499",6,P.S. 48,State of Good Repair - System Replacements - Domestic Piping,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003B394371C77B52C0BC1FB75F3E6D4440
Manhattan,M048,,,,,,,,,DSF0000821796,"1,929,530",6,P.S. 48,State of Good Repair - Rehabilitation of Physical Education Facilities - Playground Redevelopment,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000003B394371C77B52C0BC1FB75F3E6D4440
Manhattan,M052,,,,,,,,,DSF0000912081,200000,06,I.S. 52,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E61000008ECC237F307B52C025CD1FD3DA6E4440
Manhattan,M052,,,,,,,,,DSF0000785184,"849,875",6,I.S. 52,State of Good Repair - System Replacements - Exterior Masonry,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000008ECC237F307B52C025CD1FD3DA6E4440
Manhattan,M052,,,,,,,,,DSF0000785179,"1,093,268",6,I.S. 52,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000008ECC237F307B52C025CD1FD3DA6E4440
Manhattan,M052,,,,,,,,,DSF0000785181,"2,091,316",6,I.S. 52,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000008ECC237F307B52C025CD1FD3DA6E4440
Manhattan,M052,,,,,,,,,DSF0000808550,"101,351",6,I.S. 52,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000008ECC237F307B52C025CD1FD3DA6E4440
Queens,Q034,,,,,,,,,DSF0000843800,"307,493",29,P.S. 34,Classroom Connectivity,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000B85CFDD8246F52C03AEAE8B81A5B4440
Manhattan,M052,,,,,,,,,DSF0000799484,"2,190,272",6,I.S. 52,"Educational Enhancements - Educational Enhancements - School Improvement and Restructuring
Electrical Systems",Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000008ECC237F307B52C025CD1FD3DA6E4440
Manhattan,M052,,,,,,,,,DSF0000800194,"571,296",6,I.S. 52,Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E61000008ECC237F307B52C025CD1FD3DA6E4440
Manhattan,M098,,,,,,,,,DSF0000912083,320000,06,P.S. 98,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E610000028603B18B17A52C02B4F20EC146F4440
Manhattan,M098,,,,,,,,,DSF0000785618,"391,321",6,P.S. 98,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000028603B18B17A52C02B4F20EC146F4440
Manhattan,M132,,,,,,,,,DSF0000809387,"182,926",6,P.S. 132,State of Good Repair - System Replacements - Fencing,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000009D4830D5CC7B52C04B901150E16C4440
Manhattan,M132,,,,,,,,,DSF0000786055,"4,974,480",6,P.S. 132,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000009D4830D5CC7B52C04B901150E16C4440
Manhattan,M132,,,,,,,,,DSF0000823575,"69,723",6,P.S. 132,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000009D4830D5CC7B52C04B901150E16C4440
Manhattan,M115,,,,,,,,,DSF0000799499,"564,546",6,P.S. 115,Educational Enhancements - Educational Enhancements - Room Conversions / Partitioning,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E610000090831266DA7B52C06058FE7C5B6C4440
Manhattan,M115,,,,,,,,,DSF0000822066,"170,969",6,P.S. 115,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E610000090831266DA7B52C06058FE7C5B6C4440
Manhattan,M115,,,,,,,,,DSF0000809139,"308,282",6,P.S. 115,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000090831266DA7B52C06058FE7C5B6C4440
Manhattan,M115,,,,,,,,,DSF0000809132,"899,697",6,P.S. 115,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000090831266DA7B52C06058FE7C5B6C4440
Manhattan,M115,,,,,,,,,DSF0000809140,"150,000",6,P.S. 115,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E610000090831266DA7B52C06058FE7C5B6C4440
Manhattan,M128,,,,,,,,,DSF0000763346,"2,056,371",6,P.S. 128,State of Good Repair - Building Upgrade - Climate Control,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006346787B107C52C011381268B06B4440
Manhattan,M128,,,,,,,,,DSF0000775601,"6,788,136",6,P.S. 128,State of Good Repair - Building Upgrade - Boiler Conversion,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006346787B107C52C011381268B06B4440
Manhattan,M128,,,,,,,,,DSF0000866005,"170,000",6,P.S. 128,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006346787B107C52C011381268B06B4440
Manhattan,M143,,,,,,,,,DSF0000809511,"150,000",6,I.S. 143,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B491EBA6947B52C009A87004A96C4440
Manhattan,M143,,,,,,,,,DSF0000763579,"3,029,148",6,I.S. 143,Educational Enhancements - Educational Enhancements - Science Lab Upgrades,Educational Enhancements ,sca_cp_programs_FY2015-19,0101000020E6100000B491EBA6947B52C009A87004A96C4440
Manhattan,M143,,,,,,,,,DSF0000786187,"251,634",6,I.S. 143,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B491EBA6947B52C009A87004A96C4440
Manhattan,M143,,,,,,,,,DSF0000786181,"2,064,366",6,I.S. 143,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000B491EBA6947B52C009A87004A96C4440
Manhattan,M143,,,,,,,,,DSF0000822067,"282,827",6,I.S. 143,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000B491EBA6947B52C009A87004A96C4440
Manhattan,M152,,,,,,,,,DSF0000809604,"155,992",6,P.S. 152,State of Good Repair - System Replacements - Toilets - Students,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FD31AD4D637B52C0008BFCFA216E4440
Manhattan,M152,,,,,,,,,DSF0000853636,"1,268,746",6,P.S. 152,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FD31AD4D637B52C0008BFCFA216E4440
Manhattan,M152,,,,,,,,,DSF0000786275,"2,572,038",6,P.S. 152,State of Good Repair - Building Upgrade - Flood Elimination,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FD31AD4D637B52C0008BFCFA216E4440
Manhattan,M152,,,,,,,,,DSF0000740683,"1,484,640",6,P.S. 152,State of Good Repair - Building Upgrade - Low-Voltage Electrical System,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FD31AD4D637B52C0008BFCFA216E4440
Manhattan,M152,,,,,,,,,DSF0000799588,"283,749",6,P.S. 152,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000FD31AD4D637B52C0008BFCFA216E4440
Manhattan,M153,,,,,,,,,DSF0000799816,"94,981",6,P.S. 153,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006458C51B997C52C096ECD808C4694440
Manhattan,M153,,,,,,,,,DSF0000786294,"1,672,752",6,P.S. 153,State of Good Repair - Building Upgrade - Lighting Fixtures,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E61000006458C51B997C52C096ECD808C4694440
Manhattan,M173,,,,,,,,,DSF0000912086,30000,06,P.S. 173,State of Good Repair - System Replacements - Electrical Systems,State of Good Repair ,sca_cp_programs_FY2020-24,0101000020E6100000CFBBB1A0307C52C013640454386C4440
Manhattan,M173,,,,,,,,,DSF0000822059,"235,850",6,P.S. 173,New/Retrofit Telephone/Intercom Systems,School Programs,sca_cp_programs_FY2015-19,0101000020E6100000CFBBB1A0307C52C013640454386C4440
Manhattan,M173,,,,,,,,,DSF0000809852,"66,436",6,P.S. 173,State of Good Repair - System Replacements - Paved Area - Concrete,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000CFBBB1A0307C52C013640454386C4440
Manhattan,M173,,,,,,,,,DSF0000866122,"77,690",6,P.S. 173,State of Good Repair - System Replacements - Heating Plant Upgrade,State of Good Repair ,sca_cp_programs_FY2015-19,0101000020E6100000CFBBB1A0307C52C013640454386C4440
